Abbreviation,FIPS,name,geographytype,year,residentpopulation,percentchangeinresidentpopulatio,popdensity,geoid2,geoid,geodisplaylabel,giniIndex,total_pop,percentNoWeb,percentWithWeb,meanHouseholdSize,percentHsEdu,percentBachelorsEdu,medianHouseholdIncome,meanHouseholdIncome,perCapitaIncome,uninsuredRate,ueRate,percentArmedForces,total_higherEd,percentEnglishOnly,medianAge,percent65andOlder,percentHigherEd,y,x,geoid2_20,idxpopdens
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,47513,8600000US47513,ZCTA5 47513,.42379999,920,35.97826,58.695652,2.5599999,85.199997,10.9,53571,61360,24180,6.4000001,2.6743076,0,59,99.901283,45.599998,20.299999,2.912142,6.4000001,24180,47513,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,46012,8600000US46012,ZCTA5 46012,.40959999,7925,19.104101,78.15773,2.27,89.599998,23.6,44874,56228,23711,7.6999998,6.4177012,.036348216,2159,96.212578,42.099998,20.6,11.731783,7.6999998,23711,46012,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,47469,8600000US47469,ZCTA5 47469,.43489999,677,39.586411,58.345642,2.45,81.699997,13.5,35938,52270,22099,10.2,3.8961039,0,31,99.4375,40.700001,18,1.9375,10.2,22099,47469,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,47588,8600000US47588,ZCTA5 47588,.39109999,235,34.468086,63.404255,2.1099999,87.800003,4.5,40750,53421,27779,7.9000001,2.9629629,0,8,95.38784,51.599998,32.200001,1.6771488,7.9000001,27779,47588,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,46237,8600000US46237,ZCTA5 46237,.3924,14815,11.407357,85.912926,2.6500001,90.800003,33.099998,63388,75407,29807,8.3000002,3.977807,0,2759,90.813454,35.299999,12.099999,7.5388694,8.3000002,29807,46237,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,47164,8600000US47164,ZCTA5 47164,.435,1581,40.543961,55.218216,2.29,83.800003,12.3,36528,47972,22057,10.8,16.325224,0,42,97.663414,44.599998,17.700001,1.242236,10.8,22057,47164,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,46711,8600000US46711,ZCTA5 46711,.4551,2514,34.526649,61.217182,3.04,81.800003,20.200001,47241,62071,20156,28.1,5.7611942,0,181,76.129486,29.700001,16.200001,2.5475018,28.1,20156,46711,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,46220,8600000US46220,ZCTA5 46220,.47889999,16825,12.950966,85.254089,2.1500001,97.400002,62.400002,68015,99506,47347,6.5,3.8126588,.052253429,2128,93.471512,36.200001,11.8,6.1772475,6.5,47347,46220,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,46791,8600000US46791,ZCTA5 46791,.2906,378,15.079365,73.544975,2.6600001,92,18.799999,64239,63575,24475,6.6999998,10.453649,0,40,98.104797,39.5,14.4,4.4593086,6.6999998,24475,46791,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,47579,8600000US47579,ZCTA5 47579,.4041,1038,9.7302504,86.994217,2.6199999,96.5,33.400002,70804,86245,32899,2.7,3.8116591,0,154,96.516228,42.5,17.5,6.0965953,2.7,32899,47579,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,46225,8600000US46225,ZCTA5 46225,.40560001,2527,26.711515,66.719429,2.78,69.300003,17.299999,33688,44434,17806,22.799999,8.8987761,.13596193,346,84.909637,34.5,9.8000002,5.2108436,22.799999,17806,46225,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,46040,8600000US46040,ZCTA5 46040,.44229999,3926,12.1243,85.736115,2.9400001,95.699997,41.599998,94245,124268,42377,5.5,4.1341147,0,626,95.914474,37.099998,10,5.975563,5.5,42377,46040,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,46256,8600000US46256,ZCTA5 46256,.49529999,10271,10.359264,86.778305,2.2,96.400002,55.400002,66488,97947,44874,6.8000002,5.3514314,.036486838,1462,90.540352,43.299999,15.6,6.7694588,6.8000002,44874,46256,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,46106,8600000US46106,ZCTA5 46106,.5273,2116,18.194708,80.576561,2.8399999,94.400002,34.5,80176,115173,40973,2.5999999,2.811245,.50119334,305,94.842354,31.700001,11.6,5.5585933,2.5999999,40973,46106,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,47997,8600000US47997,ZCTA5 47997,.36579999,51,41.176472,52.941177,2.29,81.699997,14.6,52083,66135,28738,6.8000002,0,0,2,98.130844,39.200001,12.9,1.8691589,6.8000002,28738,47997,0
IN,18,Indiana,State,2010,"6,483,802",6.5999999,181,47302,8600000US47302,ZCTA5 47302,.45039999,11410,30.45574,63.128834,2.3299999,82.300003,11.1,32250,44536,19220,15.5,9.418396,0,1188,97.735641,41.700001,16.1,4.7029018,15.5,19220,47302,0
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51570,8600000US51570,ZCTA5 51570,.39179999,468,17.307692,77.350426,2.22,89.699997,14.8,51923,66283,29230,8.8999996,3.7735848,0,25,98.991936,40.400002,17.4,2.5201614,8.8999996,29230,51570,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50158,8600000US50158,ZCTA5 50158,.40400001,11920,24.983221,70.922821,2.54,82.300003,19.6,51263,62122,24701,8.8999996,5.5700498,0,1264,72.999031,37.5,17.4,4.3682609,8.8999996,24701,50158,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50567,8600000US50567,ZCTA5 50567,.419,111,25.225225,68.468468,2.5999999,88.5,32.200001,56250,66772,26617,4.5,1.910828,0,4,88.447655,42.400002,17,1.4440433,4.5,26617,50567,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50164,8600000US50164,ZCTA5 50164,.37310001,224,25.446428,72.76786,2.52,92.800003,26.700001,60938,69876,28821,5,4.347826,0,7,98.523987,37.900002,16.6,1.291513,5,28821,50164,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50228,8600000US50228,ZCTA5 50228,.36930001,1004,13.645418,83.067726,2.73,95.699997,26.799999,74231,79237,29084,2.2,.70175439,.14648438,77,98.060097,40.200001,15.5,2.9288702,2.2,29084,50228,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52751,8600000US52751,ZCTA5 52751,.32769999,355,17.183098,80.563377,2.8,97.5,20.5,68281,71054,26008,1.8,2.3391812,0,21,98.652847,40.099998,16.5,2.1761658,1.8,26008,52751,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52326,8600000US52326,ZCTA5 52326,.3946,205,15.121951,76.097565,2.3800001,94.099998,10.1,47639,58646,24514,6.0999999,4.0358744,0,2,99.780701,43,19.5,.43859649,6.0999999,24514,52326,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50133,8600000US50133,ZCTA5 50133,.49779999,181,27.62431,71.270721,2.21,88,3.9000001,38194,58467,24281,13,.63694268,0,12,98.441559,34.700001,21.6,3.116883,13,24281,50133,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52572,8600000US52572,ZCTA5 52572,.4296,468,35.256409,60.256409,2.53,89.199997,16.1,36094,47560,19210,6.0999999,10.447762,0,45,99.069771,34.799999,20.200001,4.1860466,6.0999999,19210,52572,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50319,8600000US50319,ZCTA5 50319,,0,,,,,,,,,,,,0,,,100,,,,50319,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50433,8600000US50433,ZCTA5 50433,.2132,101,26.732674,71.287132,2.01,96.400002,13.9,55781,54384,26589,1.4,9.1836739,0,0,100,52.599998,19.900002,0,1.4,26589,50433,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52050,8600000US52050,ZCTA5 52050,.3757,215,13.953488,85.581398,2.95,90.699997,10.8,64375,80940,28010,3.5,.59880239,0,32,97.678574,36.700001,7.5999999,5.7142859,3.5,28010,52050,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52361,8600000US52361,ZCTA5 52361,.3757,1816,24.174009,73.568283,2.3599999,92.599998,22.6,49574,64027,26501,2.7,1.4322916,.47819972,165,96.315918,39,19.9,3.9730315,2.7,26501,52361,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52647,8600000US52647,ZCTA5 52647,.31299999,75,16,72,2.24,97.300003,25.700001,59375,57799,25292,6.5,0,0,7,99.337746,35.5,16.799999,4.6357617,6.5,25292,52647,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50590,8600000US50590,ZCTA5 50590,.477,400,26.75,64.75,2.22,91.5,11,37727,60301,27530,7.5999999,2.1645021,0,54,95.346062,42.799999,21.299999,6.4439139,7.5999999,27530,50590,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50576,8600000US50576,ZCTA5 50576,.3418,144,24.305555,74.305557,2.48,85.300003,9.1999998,60313,65630,26499,4.5,3.9130435,0,12,91.011238,44.200001,11.5,3.3707864,4.5,26499,50576,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51459,8600000US51459,ZCTA5 51459,.47350001,33,27.272728,69.696968,2,86,9.3000002,,44239,21455,1.5,3.5714285,0,0,100,41.5,18.1,0,1.5,21455,51459,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51051,8600000US51051,ZCTA5 51051,.4804,37,43.243244,51.351353,3.03,74.599998,1.7,33750,47524,15813,1.8,0,0,11,100,45.099998,12.6,9.8214283,1.8,15813,51051,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50459,8600000US50459,ZCTA5 50459,.4497,1260,32.142857,65.15873,2.21,90.099998,17.200001,48235,61054,28216,7.8000002,7.7663231,0,40,96.662918,46.099998,21.9,1.4998125,7.8000002,28216,50459,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51577,8600000US51577,ZCTA5 51577,.4668,473,21.775898,73.361519,2.3,93.599998,15.4,53967,77016,34230,5.5999999,2.7874565,0,42,99.419167,51.799999,26.299999,4.0658278,5.5999999,34230,51577,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52355,8600000US52355,ZCTA5 52355,.33790001,124,20.161291,79.838707,2.4100001,93.199997,7.8000002,52250,63427,24930,4,2.9940119,0,2,98.168495,41.799999,7,.73260075,4,24930,52355,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52351,8600000US52351,ZCTA5 52351,.32870001,484,7.0247936,92.975204,2.8499999,99.199997,36.900002,104643,115191,41454,.89999998,1.4285715,0,56,99.766899,38.599998,7.5999999,4.3512044,.89999998,41454,52351,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50125,8600000US50125,ZCTA5 50125,.4199,7694,16.662334,79.880424,2.3900001,95.800003,30.200001,62712,77349,31316,4,4.0339899,.1194668,2102,97.647308,37.700001,16.5,11.088252,4,31316,50125,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50456,8600000US50456,ZCTA5 50456,.3488,722,26.454294,68.421051,2.4300001,92.300003,13.2,58750,59253,24338,3.5,5.2899289,0,84,97.573654,42.799999,19,4.8526864,3.5,24338,50456,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50579,8600000US50579,ZCTA5 50579,.48100001,1009,25.867195,69.276512,1.9400001,93,17.1,41863,61138,25811,3.4000001,1.5810276,0,43,99.443115,47.599998,21.9,1.7104217,3.4000001,25811,50579,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52313,8600000US52313,ZCTA5 52313,.32350001,139,19.424461,78.417267,2.54,84.5,11.4,59792,60432,24848,1.4,15,0,3,100,54.799999,24.1,.86956519,1.4,24848,52313,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50314,8600000US50314,ZCTA5 50314,.48559999,4035,25.402725,70.161087,2.8399999,74,16.799999,37826,51102,18472,12.8,11.703221,0,919,62.994804,31.4,9.1000004,8.2303419,12.8,18472,50314,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52334,8600000US52334,ZCTA5 52334,.1194,68,41.176472,50,2.3499999,100,13.4,64875,73671,24270,0,8.2474222,0,11,92.666664,49.5,22.5,7.3333335,0,24270,52334,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52573,8600000US52573,ZCTA5 52573,.5499,42,57.142857,42.857143,4.0999999,77.800003,22.200001,106818,282943,71580,12.8,20.430107,0,0,98.540146,36.5,37.200001,0,12.8,71580,52573,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52070,8600000US52070,ZCTA5 52070,.31999999,392,30.357143,68.622452,1.96,91.400002,19.200001,52609,57349,28915,3.5,5.4913297,0,28,99.722221,56,35.099998,3.8888888,3.5,28915,52070,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50845,8600000US50845,ZCTA5 50845,.39750001,333,24.324324,74.474472,2.45,89.599998,15.9,49519,57125,23255,5.9000001,4.4009781,0,13,98.083832,43.700001,21.9,1.5568862,5.9000001,23255,50845,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50539,8600000US50539,ZCTA5 50539,.4619,234,17.094017,77.350426,2.5999999,95.599998,15.6,62500,75895,28595,3.5,7.9510703,0,18,97.883598,38.799999,17,3.1746032,3.5,28595,50539,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51019,8600000US51019,ZCTA5 51019,.442,332,25.602409,72.289154,2.5999999,90.900002,18.5,56912,76305,29825,5.6999998,3.9443154,0,5,99.015991,46.900002,19.300001,.61500615,5.6999998,29825,51019,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52720,8600000US52720,ZCTA5 52720,.2728,376,3.1914895,95.478722,2.3099999,97.599998,10.9,64174,71644,30067,.60000002,.59523809,0,5,98.591553,44.400002,21.700001,.58685446,.60000002,30067,52720,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50535,8600000US50535,ZCTA5 50535,.40669999,438,21.689497,74.657532,2.3199999,95.099998,14.2,47500,58226,25273,3.3,5.8287797,0,67,99.386505,33.200001,15.2,6.8507156,3.3,25273,50535,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52540,8600000US52540,ZCTA5 52540,.35949999,541,24.399261,72.088722,2.22,93,13.5,50574,56115,25891,10.2,7.7037039,0,47,97.92746,42.799999,14.3,4.058722,10.2,25891,52540,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51551,8600000US51551,ZCTA5 51551,.4224,726,8.2644625,86.225899,2.4300001,94.400002,19.5,84583,99298,40419,4.3000002,2.3454158,.27192387,95,99.294533,41.5,19.9,5.58495,4.3000002,40419,51551,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51540,8600000US51540,ZCTA5 51540,.34450001,148,29.729731,69.594597,2.53,94.800003,26.299999,51957,65244,24534,4,13.705584,0,26,99.717514,44.799999,19.200001,7.3446326,4,24534,51540,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50264,8600000US50264,ZCTA5 50264,.42730001,172,35.465115,55.813953,2.24,94.099998,9.8000002,41111,46309,20153,3.0999999,5.2980132,0,3,97.771591,37.400002,27.4,.83565462,3.0999999,20153,50264,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50542,8600000US50542,ZCTA5 50542,.41639999,397,28.967255,71.032745,2.0899999,92.099998,15.1,49313,63805,30445,1.7,1.0781671,0,15,98.756218,48.900002,20.6,1.8656716,1.7,30445,50542,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51564,8600000US51564,ZCTA5 51564,.36770001,214,31.775702,64.95327,1.92,92.599998,9.8000002,43167,46702,23648,8.5,6.4676619,0,4,99.224808,53.200001,28.4,1.0335917,8.5,23648,51564,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50559,8600000US50559,ZCTA5 50559,.42559999,129,17.054264,79.069771,2.3399999,88.400002,15.6,53750,57550,26262,2,8.2352943,0,0,98.245613,49.200001,22.900002,0,2,26262,50559,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52162,8600000US52162,ZCTA5 52162,.4346,1292,34.90712,60.294117,2.6900001,77.199997,13.2,41116,56307,20174,14.9,3.9166141,0,120,62.05685,33,13.2,3.8326414,14.9,20174,52162,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52316,8600000US52316,ZCTA5 52316,.42829999,715,20.979021,77.202797,2.46,91.800003,18.299999,60795,76642,30585,7.5,1.9895288,0,37,99.580841,41.799999,16.200001,2.2155688,7.5,30585,52316,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51030,8600000US51030,ZCTA5 51030,.28850001,656,12.195122,75.457314,2.55,94.199997,34.099998,82024,83036,33222,2.0999999,.66985649,0,85,99.752625,40.5,17.6,5.2566481,2.0999999,33222,51030,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51576,8600000US51576,ZCTA5 51576,.37310001,762,8.005249,87.139107,2.79,94.900002,35.799999,104333,111383,39854,.5,1.106383,0,75,98.775513,39.700001,11.400001,3.8265307,.5,39854,51576,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51058,8600000US51058,ZCTA5 51058,.3836,400,17.75,78.75,2.2,94.699997,14.7,56136,70278,30394,6.5,1.8561485,0,12,99.632805,43.299999,24.200001,1.4687883,6.5,30394,51058,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52650,8600000US52650,ZCTA5 52650,.32390001,261,31.034483,68.965515,2.47,98,15.7,55125,63026,25861,1.4,0,0,36,100,45.599998,18.9,5.9602647,1.4,25861,52650,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50134,8600000US50134,ZCTA5 50134,.31310001,255,20,78.431374,2.3399999,98.900002,42.299999,71250,76332,32040,2,1.4124293,0,38,99.827286,48.599998,27.200001,6.5630398,2,32040,50134,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52776,8600000US52776,ZCTA5 52776,.3969,1578,19.518377,79.087456,3.01,77.800003,17.9,58615,76935,26797,8.1999998,5.7971015,0,260,64.090813,35,12.5,5.6756167,8.1999998,26797,52776,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52046,8600000US52046,ZCTA5 52046,.3527,861,11.84669,84.901276,2.79,89.5,15.9,68963,77160,27666,4.5,3.6454611,0,112,92.407906,33.799999,10.3,5.0314465,4.5,27666,52046,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50012,8600000US50012,ZCTA5 50012,.016799999,12,0,25,,100,0,,11108,5268,1.4,15.688553,.16670139,4792,98.499687,19.4,0,99.854134,1.4,5268,50012,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52057,8600000US52057,ZCTA5 52057,.46900001,3247,18.570988,77.579308,2.3299999,91,22,58949,81804,34705,2.8,1.8269011,0,268,99.29068,45.700001,21.5,3.6557086,2.8,34705,52057,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50479,8600000US50479,ZCTA5 50479,.3901,266,22.18045,71.428574,2.1400001,93.400002,17.700001,42708,52711,24704,6.1999998,8.7662334,0,9,97.59259,43.5,21.5,1.6666666,6.1999998,24704,50479,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52595,8600000US52595,ZCTA5 52595,.40329999,144,21.527779,66.666664,3.0599999,90.599998,19.6,37857,44412,14401,5.1999998,10.731708,0,54,98.507462,25.5,8.3999996,13.432836,5.1999998,14401,52595,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52257,8600000US52257,ZCTA5 52257,.2384,125,20,80,2.23,99.199997,5,76691,80105,35597,.69999999,1.8957345,0,11,100,56.5,7.9000001,4.0590405,.69999999,35597,52257,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50575,8600000US50575,ZCTA5 50575,.4571,500,18.200001,74.599998,2.3,94.199997,17.299999,42411,63391,27615,2.5,2.2140222,0,29,98.818184,39.400002,26.5,2.6363637,2.5,27615,50575,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52219,8600000US52219,ZCTA5 52219,.3522,85,32.941177,58.823528,2.01,84.099998,5.3000002,51875,55064,27626,4.0999999,10.989011,0,0,100,50.799999,22.799999,0,4.0999999,27626,52219,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50104,8600000US50104,ZCTA5 50104,.34889999,38,21.052631,78.947365,2.0799999,98.400002,20.299999,49375,69492,33303,7.5999999,4.2553191,0,1,100,48.599998,31.699999,1.3333334,7.5999999,33303,50104,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51543,8600000US51543,ZCTA5 51543,.36230001,248,22.580645,68.951614,2.1400001,94,10.2,51250,55753,25280,6.8000002,.76335877,0,9,96.856583,52.400002,23.299999,1.7681729,6.8000002,25280,51543,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51572,8600000US51572,ZCTA5 51572,.41080001,200,20.5,79,2.54,97.800003,12.9,41458,50352,20321,1.4,5.7894735,0,2,99.559471,40,23,.44052863,1.4,20321,51572,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51455,8600000US51455,ZCTA5 51455,.537,1027,27.945473,65.822784,2.29,92,20.799999,55694,86761,36975,5.0999999,5.5891237,0,85,96.327431,44.700001,20.4,3.7610619,5.0999999,36975,51455,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50249,8600000US50249,ZCTA5 50249,.37650001,514,27.237354,70.817123,2.25,92.800003,20.4,54914,65961,28835,2.8,1.6641452,0,33,99.02655,47.599998,22.9,2.9203539,2.8,28835,50249,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,51026,8600000US51026,ZCTA5 51026,.34220001,318,29.245283,68.238991,2.46,90.199997,7.4000001,61667,70795,29287,1.8,5.5944057,0,28,98.758621,43.200001,19.5,3.8620689,1.8,29287,51026,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50519,8600000US50519,ZCTA5 50519,.3768,278,15.467626,77.697845,2.6400001,94.900002,11.9,49500,59525,23155,7.9000001,3.6723163,0,44,95.292442,40.700001,12.2,6.2767477,7.9000001,23155,50519,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50620,8600000US50620,ZCTA5 50620,.33199999,19,31.578947,57.894737,2.6300001,100,6.3000002,58125,48132,18098,0,0,0,0,100,39,0,0,0,18098,50620,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50668,8600000US50668,ZCTA5 50668,.30489999,494,22.064777,73.886642,2.49,94.300003,23.9,66765,66252,27234,4.9000001,1.6442451,0,53,98.619499,41.200001,19.1,4.5729074,4.9000001,27234,50668,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50050,8600000US50050,ZCTA5 50050,.45179999,308,14.285714,77.272728,2.3,93.800003,18.200001,53281,73583,31264,1.1,2.2508039,0,11,97.907326,48,26.799999,1.6442451,1.1,31264,50050,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50138,8600000US50138,ZCTA5 50138,.39039999,4789,24.577156,70.912506,2.28,92.5,18.299999,52090,60666,26265,2.9000001,3.6617725,0,270,97.269562,44.5,20.299999,2.5421336,2.9000001,26265,50138,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52078,8600000US52078,ZCTA5 52078,.32089999,281,25.266905,69.39502,2.3900001,90.900002,19.9,67292,70323,29466,1.2,.70754719,0,7,97.511665,48.599998,17.1,1.088647,1.2,29466,52078,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50315,8600000US50315,ZCTA5 50315,.43970001,13960,20.40831,75.723495,2.46,87.099998,17.1,46460,59013,24408,8.1000004,6.0045943,.080239259,1766,89.234375,36.400002,12,5.4475908,8.1000004,24408,50315,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52320,8600000US52320,ZCTA5 52320,.37959999,490,34.285713,62.040817,2.3599999,89.400002,6.5,49375,57947,23901,5.3000002,1.6363636,0,25,100,38.200001,22,2.2831051,5.3000002,23901,52320,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50540,8600000US50540,ZCTA5 50540,.36939999,377,21.22016,76.657822,2.24,90.699997,22.5,59514,60742,25674,6.5999999,2.1428571,0,19,92.916176,46.900002,21.299999,2.2432113,6.5999999,25674,50540,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50447,8600000US50447,ZCTA5 50447,.42590001,497,17.303823,77.665993,2.27,90.900002,14.9,50875,63279,26708,3.5,3.1858406,0,29,96.738121,38.900002,21.4,2.7027028,3.5,26708,50447,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50044,8600000US50044,ZCTA5 50044,.43349999,407,26.781326,69.041771,2.6199999,92.699997,8.3000002,47639,57591,22148,2.5,6.2626262,0,57,99.5,39.099998,19.5,5.6999998,2.5,22148,50044,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50628,8600000US50628,ZCTA5 50628,.56650001,473,27.484144,69.133194,2.49,87.199997,12.4,49844,85012,33873,6.9000001,4.7080979,0,22,95.293076,40.599998,23.799999,1.9538188,6.9000001,33873,50628,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,50258,8600000US50258,ZCTA5 50258,.3567,460,18.695652,71.08696,2.3399999,94.300003,15.4,59500,66348,28461,3.5,2.725724,.46349943,17,99.430199,52.299999,20.700001,1.614435,3.5,28461,50258,1
IA,19,Iowa,State,2010,"3,046,355",4.0999999,54.5,52557,8600000US52557,ZCTA5 52557,,0,,,,100,71.199997,,,,5.6999998,0,0,70,0,38.400002,0,100,5.6999998,,52557,1
